Reviewer,Brand,Model,model,Location,lat,long,country,subreg1,subreg2,Study.Type,Freq1,Freq2,Freq3,Notes,Duration1,Duration2,Duration3,Duration4,Depth1,Depth2,Depth3,Depth4,Notes.1,Accuracy1,Accuracy2,Notes.2,Calibrated,Notes.3,Shaded,Notes.4,Data.Available,Notes.5,Citation,DOI,Notes.6,X
Wally,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Ningaloo Reef, Australia ()",-23.15,113.74,Australia,,,Ecology/Physical Oceanography?,Not mentioned,,NA,,15 months,,,,1.5,2.5,5,7,"1.5m, 2.5m, 5m, 7m",0.2,,,Not mentioned,,Not mentioned,,No,,Zhang et al. 2013,http://dx.doi.org/10.1002/jgrc.20338,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Scott reef, Australia",-14.0501,121.8001,Australia,,,Physical Oceanography,15,,NA,,Not mentioned,,,,3,9,,NA,,0.1,,,Yes,,Not mentioned,,No,,Green et al. 2019,http://dx.doi.org/10.1007/s00338-019-01771-2,"The accuracy they state is actually ""calibrating all loggers in a room-temperature bath to within 0.1 degree of each other",
Lena,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"7°37.800'N, 134°40.150'E",7.63,134.66917,Palau,Babelthuap,,Physical Oceanography?,60,1,NA,,Onset: 2010-2014,SeaBird: 2017-2019,,,95,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Colin et al., 2019",http://dx.doi.org/10.5670/oceanog.2019.422,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"~116.8°E, 20.7°N",20.7,116.8,China,,,remote data validation,5,15,NA,5 to 15,365 to 730,,,,0.5,1,5,NA,"0.5 (1 logger), 1 (4 loggers), 2,4,5 (1 each)",0.1,,,Yes,,Not mentioned,,No,,"Pan, X., G. T. F. Wong, T. M. DeCarlo, J.-H. Tai, and A. L. Cohen, 2017: Validation of the remotely sensed nighttime sea surface temperature in the shallow waters at the Dongsha Atoll. Terr. Atmos. Ocean. Sci., 28, 517-524, doi: 10.3319/ TAO.2017.03.30.01",10.3319/TAO.2017.03.30.01,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,"Cygnet Bay (, ) on the Dampier Peninsula, Australia",-23.23333,113.91667,Australia,,,Ecology,Not mentioned,,NA,,6 months,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,"Dandan et al., 2015",http://dx.doi.org/10.1007/s00338-015-1335-6,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,Panama,8.538,-80.7821,Panama,,,Ecology,30,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Gomez et al. 2018,http://dx.doi.org/10.1007/s00338-017-1637-y,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,"Wenchang, Hainan Island, China",19.5433,110.7977,China,,,Ecology,15,,NA,,11 months,,,,Not mentioned,,,NA,"""20 cm above the substrate""",0.2,,,Not mentioned,,Not mentioned,,No,,"Li et al., 2015",http://dx.doi.org/10.1016/j.ecss.2014.09.021,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,"Cygnet Bay, Australia (, )",-16.47939,123.68833,Australia,,,Ecology,Not mentioned,,NA,,1 year,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Schoepf et al. 2020,http://dx.doi.org/10.3389/fmars.2020.00245,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,"Tobago (11º11', -60º49')",11.18333,-60.81667,Tobago,,,Physical Oceanography,15,,NA,,1 year,,,,5,,,NA,,0.21,,,Yes,,Not mentioned,,No,,Mohammed et al. 2015,http://dx.doi.org/10.3390/rs8010012,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001,HOBO Pro,"Coral Bay, Australia",-23.13,113.76,Australia,,,Physical Oceanography,5,,NA,,1 year,,,,Not mentioned,,,NA,see notes,0.2,,,Not mentioned,,Not mentioned,,No,,Falter et al. 2014,http://dx.doi.org/10.4319/lo.2014.59.4.1241,Loggers deployed 0-2m off the bottom but they state that depths in the study area range from 0.5-4m deep.,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,Bermuda,32.457,-64.835,Bermuda,,,Biogeochemistry,Not mentioned,,NA,,1 week,,,,1.5,Not mentioned,Not mentioned ,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Sims et al., 2020",http://dx.doi.org/10.1007/s00338-019-01879-5,3 depths (only mentioned 1 depth in m),
Jess,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"1!13""40.04"""" N, 103!51""6.26"""" E",1.22779,103.85174,Singapore,,,Ecology,Not mentioned,,NA,,37,,,,0,1,,NA,"0.2, 0.4, 0.6, 0.8. 1.0m above lowest astronomical tide ",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Pang HE, Poquita-Du RC, Jain SS, Huang D, Todd PA (2021) Among-genotype responses of the coral Pocillopora acuta to emersion: implications for the ecological engineering of artificial coastal defences. Marine Environmental Research 168: 105312",10.1016/j.marenvres.2021.105312,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"13.97519°N, 120.61564°E",13.97519,120.61564,Philippines,,,Ecology,15,30,NA,15-30,approx. 180,,,,5.5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Feliciano GNR, Gagalac LMF, Nava AMCG, Licuanan WY (2018) Size structure and possible bleaching susceptibility of mushroom corals in the Philippines following a bleaching event. Regional Studies in Marine Science 24: 288-295",10.1016/j.rsma.2018.09.003,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Moorea, French Polynesia and St. John, USVI",-17.5,-149.83333,French Polynesia,Moorea,,Ecology,0.25,2,NA,,14 yrs,,,,10,20,,NA,,0.002,,,Not mentioned,,Not mentioned,,Yes,,Edmunds 2021,http://dx.doi.org/10.1002/lno.11693,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Galveston, Texas (, ) & (27º52.4 N, 93º48.8 W)",27.90833,-93.6,Texas,,,Ecology,60,,NA,,1 yr,,,,22,28,30,40,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Johnston et al., 2019",http://dx.doi.org/10.1007/s00338-019-01788-7,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Nui Chua National Park, Vietnam ()",11.72333,109.23111,Vietnam,,,Ecology,360,,NA,,3 years,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Tkachenko et al. 2023,http://dx.doi.org/10.1007/s10452-022-09994-2,,
Lena,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Sesoko Island, Okinawa, Japan ",26.64127,127.86427,Japan,,,Ecology,Not mentioned,,NA,,47 days,,,,Not mentioned,,,NA,45cm from corals,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Nishiguchi et al., 2018",http://dx.doi.org/10.1016/j.marpolbul.2018.04.020,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Abu Shosha, Saudi Arabia, Red Sea ",22.30453,39.04936,Saudi Arabia,,,Ecology,30,,NA,,1 yr,,,,Not mentioned,,,NA,,0.21,,,Not mentioned,,Not mentioned,,Yes,,"Roth et al., 2020",http://dx.doi.org/10.1111/1365-2435.13625,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Thai–Malay Peninsula (), Southeast Asia ",1,98,Thailand,,,Ecology,60,,NA,,5 months,20 months ,,,Not mentioned,,,NA,,Not mentioned,,,Yes,,Not mentioned,,No,,"Tanzil et al., 2013",http://dx.doi.org/10.1111/gcb.12279,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,4 stations on either side of Palau,7.51498,134.58252,Palau,Babelthuap,,Physical Oceanography,30,,NA,,"approx. 90-912,dependent on site/depth, (http://wtc.coralreefpalau.org/) lists site, depth, deployment dates for each model of logger",,,,2,90,,NA,Feb-90,0.1,,,Yes,,Not mentioned,,Yes,,"Schönau, M.C., H.W. Wijesekera, W.J. Teague, P.L. Colin, G. Gopalakrishnan, D.L. Rudnick, B.D. Cornuelle, Z.R. Hallock, and D.W. Wang. 2019. The end of an El Niño: A view from Palau. Oceanography 32(4):32–45, https://doi.org/10.5670/ oceanog.2019.409.",10.5670/oceanog.2019.409,,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,Mexico,23.6345,-102.5528,Mexico,,,Physical Oceanography,10,,NA,,18 months,,,,5,27,,NA,,0.02,0.1,,Not mentioned,,Not mentioned,,No,,Matteo-Jassos et al. 2012,http://dx.doi.org/10.1016/j.csr.2012.10.001,Several depths from a range of 5-27m,
Lena,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"(Mombasa; Watamu: 3.38° S, 39.99° E)",-3.99,39.75,Kenya,,,Ecology,180,,NA,,17 years,,,,1,,,NA,,0.35,,,Not mentioned,,Yes,,No,,McClanahan 2017,http://dx.doi.org/10.3354/meps12150, accuracy at 25°C,
Wally,Onset Computer Corporation,HOBO Pro V2 U22-001 ,HOBO Pro,"Farasan Banks, Saudi Arabia",16.7035,41.98333,Saudi Arabia,Jazair Farasan,South,Physical Oceanography,15,60,NA,,1 yr ,2 yr,,,1,11,28,NA,,0.21,0.21,,Yes,,Yes,,Yes,,DeCarlo et al. 2021,http://dx.doi.org/10.1029/2020JC016493,Range of depths and durations but these were listed specifically ,
Jess,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,"Bocas del Toro, Panama",9.3408,-82.2408,Panama,,,Ecology,15,,NA,,225,,,,0.5,,,NA,,0.25,,,Not mentioned,,Not mentioned,,No,,"Collin R, Rendina F, Goodwin V, McCabe S (2018) Do tropical specialist sea urchins have higher thermal tolerances and optimal temperatures than their more widely distributed relatives?. Mar Ecol Prog Ser 589:153-166. https://doi.org/10.3354/meps12487",10.3354/meps12487,"only included info pertaining to temp loggers placed over coral reef, other (excluded) sensors were placed over seagrass and coral rubble",
Lena,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,"(9.363°N, 82.282°W)",9.363,-82.282,Panama,,,Ecology,Not mentioned,,NA,,Not mentioned,,,,4,10,20,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Paul Neal et al., 2017",http://dx.doi.org/10.1002/ece3.2706,,
Lena,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,"Chumbe reef, Zanzibar",-6.2833,39.1667,Zanzibar,,,Ecology,Not mentioned,,NA,,daily,,,,3,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Stuhr et al., 2018",http://dx.doi.org/10.1007/s00338-018-1707-9,Mostly about forams but it seems like the monitored site was a coral reef ?,
Erik,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,Western Australia (6 locations some coral dominated),-31.9523,115.8613,Australia,,,Ecology,60,,NA,,1 month in each Winter (August) and Spring (November) 2009 (?),,,,2,5,,NA,2-5m (?),0.1,,,Not mentioned,,Not mentioned,,No,,,https://doi.org/10.1016/j.jembe.2013.12.015,,
Erik,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,several locations across temperate and tropical Western Australia,-31.9523,115.8613,Australia,,,Ecology,60,,NA,(mostly some where converted),,,,,5,55,,NA,5-55m (?) different sites with different depths,0.1,,,Yes,"regularly calibrations for some loggers, no specifics",Not mentioned,,No,,,https://doi.org/10.1016/j.jmarsys.2012.10.009,loggers operated by several institutes/agencies,
Lena,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,9°20.8′N/82°15.75′W,9.34667,-82.2625,Panama,,,Ecology/Physical Oceanography?,60,,NA,,4567 days,,,,4,10,20,NA,,0.25,,,Yes,,Not mentioned,,Yes,?,"Neal et al., 2013",http://dx.doi.org/10.1007/s00338-013-1081-6,,
Jess,Onset Computer Corporation,HOBO StowAway Tidbit,HOBO Stowaway Tidbit,21.5S 114.0E; 31.5S 115.0E,-21.5,114,Australia,,,Management/Data validation,10,,NA,,approx. 456,,,,Not mentioned,,,NA,,0.17,,,Yes,,Not mentioned,,No,available via cited sources,"Baldock J, Bancroft KP, Williams M, Shedrawi G, Field S (2014) Accurately estimating local water temperature from remotely sensed satellite sea surface temperature: A near real-time monitoring tool for marine protected areas. Ocean & Coastal Management 96: 73-81",10.1016/j.ocecoaman.2014.05.007,,
Gage,Onset Computer Corporation,HOBO StowAway Tidbit TBI32-O5+37,HOBO Stowaway Tidbit,"Au'au Channel, Hawaii",20.81972,-156.68194,Hawaii,Hawaii,,Ecology,30,,NA,,4 yrs,,,,70,140,,NA,"70, 88, 102, 116, 134; 90, 100, 110, 130, 140, 148",Not mentioned,,,Not mentioned,,Not mentioned,,No,,Kahng et al. 2020,http://dx.doi.org/10.1007/s00338-020-01960-4,"two deployments were conducted over the 4 year period, each with different depths",
Nicole,Onset Computer Corporation,HOBO StowAway Tidbit TM,HOBO Stowaway Tidbit,"Southeast Florida (e.g., 27º07.900' N, 80º08.42' W & 25º40.707' N, 80º07.111 W)",27.13167,-80.14033,Florida,,,Ecology,120,,NA,,9.5 yrs,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Walton et al., 2018",http://dx.doi.org/10.3389/fmars.2018.00323,sensors replaced yearly,
Jess,Onset Computer Corporation,HOBO Temp,Not mentioned,"7 sites, southern Kenya",-4.04374,39.65887,Kenya,,,Management,60,180,NA,60-180,since 1996; deployment length not explicity stated,,,,1,4,,NA,4-Jan,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"McClanahan TR, Abunge CA (2014) Catch rates and income are associated with fisheries management restrictions and not an environmental disturbance, in a heavily exploited tropical fishery. Mar Ecol Prog Ser 513:201-210. https://doi.org/10.3354/meps10925",10.3354/meps10925,,
Lena,Onset Computer Corporation,HOBO Temp,Not mentioned,Southern Kenya,-4.04374,39.65887,Kenya,,,Ecology,60,180,NA,,7,,,,2,,,NA, < m at low tide,Not mentioned,,,Not mentioned,,Yes,,No,,"McClanahan, 2020",http://dx.doi.org/10.1016/bs.amb.2020.08.003,,
Jess,Onset Computer Corporation,HOBO Temp II,Not mentioned,"Ras Ghanada, Abu Dhabi, UAE",24.8482,54.6903,United Arab Emirates,,,Ecology,Not mentioned,,NA,,1460,,,,6,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Riegl B, Cavalcante G, Bauman AG, Feary DA, Steiner S and Purkis S (2017) Demographic Mechanisms of Reef Coral Species Winnowing from Communities under Increased Environmental Stress. Front. Mar. Sci. 4:344. doi: 10.3389/fmars.2017.00344",10.3389/fmars.2017.00344,,
Lena,Onset Computer Corporation,HOBO Temp II,Not mentioned,"Wolf (Wenman) and Darwin (Culpepper) islands, Galapagos archipelago",-0.77726,-91.14258,Ecuador,Isla Isabela,,Physical Oceanography,30,60,NA,,Not mentioned,,,,10,15,20,12,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Riegl et al., 2019",http://dx.doi.org/10.1007/s00338-019-01787-8,,
Nicole,Onset Computer Corporation,HOBO Temp/Light,Not mentioned,"Abu Shosha reef, Saudi Arabia",22.30453,39.04936,Saudi Arabia,,,Ecology,30,,NA,,1 yr,,,,Not mentioned,,,NA,"(""at the seafloor"")",0.2,,,Not mentioned,,Not mentioned,,No,,"Roth et al., 2021",http://dx.doi.org/10.1002/ecy.3226,,
Nicole,Onset Computer Corporation,HOBO Temp/Light 8k UA-002–08,HOBO Pendant Temp/Light,"Malilnep (16.43955°N, 119.94292°E) and Caniogan () in Bolinao-Anda Reef Complex (BARC), Pangasinan, northwestern Philippines",16.29255,120.01353,Philippines,,,Ecology,Not mentioned,,NA,,~11 months,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Baran & Baria-Rodriguez, 2021",http://dx.doi.org/10.1111/ivb.12316,,
Jess,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"27° 6.6’ S, 109°25.5’W",-27.11,-109.425,Chile,Easter Island,,Ecology,10,,NA,,approx. 510,,,,12,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Buck-Wiese H, Burgués I, Medrano A, Navarrete-Fernandez T, Garcia M, Wieters EA (2018) Patterns in sexual reproduction of the dominant scleractinian corals at Rapa Nui (Easter Island): Pocillopora verrucosa and Porites lobata . Aquat Biol 27:1-11. https://doi.org/10.3354/ab00691",10.3354/ab00691,,
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"Dhabiya, UAE",24.45831,54.33676,United Arab Emirates,,,Ecology,Not mentioned,,NA,,Not mentioned,,,,8,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Vaughan et al. 2021,http://dx.doi.org/10.1007/s00338-020-02041-2,,
Lena,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"Surin, Tachai, Bon, Similan, Miang, Payang and Racha Islands, Thailand",8.6515,97.6378,Thailand,,,Ecology,3,20,NA,,1 year,5 months,,,15,20,10,NA,,0.2,,,Not mentioned,,Not mentioned,,Yes,,"Wall et al., 2018 ",http://dx.doi.org/10.1098/rspb.2014.0650,,
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"Dhabiya Reef, UAE",24.45831,54.33676,United Arab Emirates,,,Ecology,Not mentioned,,NA,,5 months,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Verneil et al. 2021,http://dx.doi.org/10.3389/fmars.2021.781428,,
Jess,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"97.6353◦ E, 8.5621◦ N, 97.8071◦ E, 9.0674◦ N, 97.8409◦ E, 9.4125◦ N",8.5621,97.6353,Thailand,,,Physical Oceanography,20,,NA,,approx. 1825,,,,20,,,NA,,0.02,,,Not mentioned,,Not mentioned,,Yes,,"Liu Y, Putchim L, Li K, Gao H, Sun L, Khokiattiwong S, Yu W (2022) Late monsoon threatens coral refugia in the Andaman Sea. Environmental Research Letters 17: 034038",10.1088/1748-9326/ac4a30,,
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"St. John's, USVI (18.307º, -64.722º)",18.307,-64.722,Caribbean,,,Physical Oceanography,Not mentioned,,NA,,22 yrs,,,,9,14,,NA,,0.3,0.2,,Not mentioned,,Not mentioned,,No,,Edmunds and Gray 2014,http://dx.doi.org/10.1007/s10750-014-1876-7,,
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,Guam,13.4443,144.7937,Guam,,,Physical Oceanography,1,5,10,,7 months ,,,,1,25,,NA,,Not mentioned,,,Yes,,Not mentioned,,No,,Comfort et al. 2019,http://dx.doi.org/10.1016/j.rsma.2019.100740,"Range of depths from 1 to 25 (also 6, 10, 15)",
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,Hawaii,19.8987,-155.6659,Hawaii,Hawaii,,Physical Oceanography,15,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Silbiger et al. 2020,http://dx.doi.org/10.1098/rspb.2020.2743,,
Lena,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,Guam's northwestern coast (4 reef flats),13.4443,144.7937,Guam,,,Ecology,60,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Yes,,Yes,,No,,"Raymundo et al., 2017",http://dx.doi.org/10.3354/meps12005,,
Wally,Onset Computer Corporation,HOBO TidbiT,HOBO TidbiT,"Farasan Banks, Saudi Arabia",16.7035,41.98333,Saudi Arabia,Jazair Farasan,South,Physical Oceanography,15,60,NA,,1 yr ,2 yr,,,1,11,28,NA,,0.21,0.21,,Yes,,Yes,,Yes,,DeCarlo et al. 2021,http://dx.doi.org/10.1029/2020JC016493,Range of depths and durations but these were listed specifically ,
Jess,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Willemstad, Curaçao",12.1084,-68.9335,Curacao,,,Biogeochemistry,1440,,NA,(daily),547.5 (mar 1999 - sept 2000),,,,5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Alpert, A. E., Cohen, A. L., Oppo, D. W., DeCarlo, T. M., Gaetani, G. A., Hernandez-Delgado, E. A., Winter, A., and Gonneea, M. E. (2017), Twentieth century warming of the tropical Atlantic captured by Sr-U paleothermometry, Paleoceanography, 32, 146– 160, doi:10.1002/2016PA002976.",10.1002/2016PA002977,used to validate sat data and calibrate coral skeleton data,
Jess,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,west and east of the central Similan Island,8.6515,97.6378,Thailand,,,Ecology,3,,NA,,180,515,,,15,,,NA,,0.2,,,Yes,,Not mentioned,,No,,"Schmidt, G.M., Wall, M., Taylor, M. et al. Large-amplitude internal waves sustain coral health during thermal stress. Coral Reefs 35, 869–881 (2016). https://doi.org/10.1007/s00338-016-1450-z",10.1007/s00338-016-1450-z,,
Jess,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"32.804 N, 129.731 E; 32.187 N, 129.968 E",32.804,129.731,Japan,,,Ecology,30,30,NA,,approx. 4685,approx. 2190,,,9,5,,NA,,Not mentioned,not mentioned,,Not mentioned,,Not mentioned,,No,,"Suzuki G, Kadota T, Yatsuya K, et al. (2021) Occasional loss of fecundity in peripheral coral populations. Ecological Research 36:119–128. https://doi.org/10.1111/1440-1703. 12177",10.1111/1440-1703.12177,,
Jess,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"32.804 N, 129.731 E; 32.187 N, 129.968 E",32.804,129.731,Japan,,,Ecology,30,30,NA,,approx. 4685,approx. 2190,,,9,5,,NA,,Not mentioned,not mentioned,,Not mentioned,,Not mentioned,,No,,"Suzuki G, Kadota T, Yatsuya K, et al. (2021) Occasional loss of fecundity in peripheral coral populations. Ecological Research 36:119–128. https://doi.org/10.1111/1440-1703. 12177",10.1111/1440-1703.12177,,
Wally,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Al Fahal reef, Saudi Arabia ",22.24972,38.9625,Saudi Arabia,,,Ecology,60,,NA,,1 year,,,,8,8,,NA,,Not mentioned,0.2,,Not mentioned,,Not mentioned,,No,,Roik et al. 2016,http://dx.doi.org/10.1007/s00338-015-1383-y,,
Lena,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"24.5986° N, 54.4201° E; 24.5990° N, 54.4215° E and 25.2566° N, 54.2095° E; 25.2400° N, 54.1943° E",24.599,54.4215,United Arab Emirates,,,Ecology,30,60,NA,30-60,3 years,,,,6,7,,NA,7-Jun,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Howells et al., 2020",http://dx.doi.org/10.1007/s00338-020-01946-2,,
Nicole,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Dubai, Persian Gulf, UAE",25.2048,55.2708,United Arab Emirates,,,Ecology,60,,NA,,2 yrs,,,,5,,,NA,,0.2,,,Yes,,Not mentioned,,No,,"Bauman et al., 2014",http://dx.doi.org/10.3354/meps10662,,
Lena,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Delma (D: 24.5208°N, 52.2781°E), Saadiyat (S: 24.5986°N, 54.4201°E), Ras Ghanada (R: ), and Al Aqah (A: 25.4929°N, 56.3635°E)",24.8482,54.6903,United Arab Emirates,,,Ecology,60,,NA,,365,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Howells et al., 2018",http://dx.doi.org/10.3389/fmars.2018.00056,,
Wally,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Tayrona National Natural Park, Colombia",11.2882,-74.1517,Colombia,,,Physical Oceanography/Biogeochemistry,5,,NA,,2.5 years,,,,10,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Bayraktarov et al. 2014,http://dx.doi.org/10.1007/s10661-014-3647-3,,
Nicole,Onset Computer Corporation,HOBO TidbiT v2,HOBO TidbiT,"Black Point and Wailupe, Maunalua Bay, Hawaiʻi",21.2814,-157.7131,Hawaii,Hawaii,Oahu,Biogeochemistry,15,,NA,,10 months,,,,Not mentioned,,,NA,,0.2,,,Yes,,Yes,"Yes (""coated in Plasti-Dip Multipurpose Rubber Coating"")",No,,"Lubarsky et al., 2018",http://dx.doi.org/10.1002/lno.10799,,
Jess,Onset Computer Corporation,HOBO TidbiT v2 UTBI-001,HOBO TidbiT,"Saadiyat, Ras Ghanada, and Dhabiya reefs, Abu Dhabi",24.8482,54.6903,United Arab Emirates,,,Ecology,60,,NA,,approx. 1970,,,,3,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Paparella F, Xu C, Vaughan GO and Burt JA (2019) Coral Bleaching in the Persian/Arabian Gulf Is Modulated by Summer Winds. Front. Mar. Sci. 6:205. doi: 10.3389/fmars.2019.00205",10.3389/fmars.2019.00205,,
Wally,Onset Computer Corporation,HOBO TidbiT v2 UTBI-001,HOBO TidbiT,"Pulao Hantu, Singapore ()",1.225,103.7525,Singapore,,,Ecology,5,,NA,,2d,,,,1,4,10,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Chow et al. 2019,http://dx.doi.org/10.1016/j.marenvres.2019.04.010,,
Wally,Onset Computer Corporation,HOBO U20 temp-pressure sensor,Water level data logger,Mexico,23.6345,-102.5528,Mexico,,,Physical Oceanography,10,,NA,,18 months,,,,5,27,,NA,,0.02,0.1,,Not mentioned,,Not mentioned,,No,,Matteo-Jassos et al. 2012,http://dx.doi.org/10.1016/j.csr.2012.10.001,Several depths from a range of 5-27m,
Jess,Onset Computer Corporation,HOBO U21,Not mentioned,"7.42° S, 72.45° E",-7.42,72.45,Chagos Archipelago,Diego Garcia,,Ecology,120,,NA,,1830,,,,15,,,NA,,0.2,,,Not mentioned,,Not mentioned,"not mentioned, but ""protected against fish bites by short lengths of pipe""",Yes,,"Hays Graeme C., Chivers William J., Laloë Jacques-Olivier, Sheppard Charles, Esteban Nicole (2021) Impact of marine heatwaves for sea turtle nest temperatures. Biol. Lett.172021003820210038",10.1098/rsbl.2021.0038,true deployment periods/lengths are not mentioned for water temp loggers; data collected and presented across 61 months,
Gage,Onset Computer Corporation,HOBO UA-002,HOBO Pendant Temp/Light,"Rancho Norte, Brazil ( 48°22′W)",-27.28333,-48.36667,Brazil,,,Biogeochemistry,20,,NA,,2 yrs,,,,10,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Carvalho et al. 2020,http://dx.doi.org/10.1017/S0025315420000284,,
Lena/Erik,Onset Computer Corporation,HOBO UA-002-08,HOBO Pendant Temp/Light,"Heliofungia, Mekeald, Ngeruktabel, Uet era Ngchas, Palau",7.515,134.5825,Palau,Babelthuap,,Biogeochemistry,Not mentioned,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Wilson et al., 2017",http://dx.doi.org/10.3389/fmars.2017.00012,"Unsure if this should be included, it seems like their loggers were in situ but I'm not 100%","yes, loggers in situ for duration of incubations, not long-term monitoring"
Wally,Onset Computer Corporation,HOBO UA-002-65,HOBO Pendant Temp/Light,"Zihuatanejo, Mexico",17.64167,-101.5517,Mexico,,,Ecology,5,,NA,,6 years,,,,5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Nava et al. 2021,http://dx.doi.org/10.1111/maec.12630,,
